,MUNICIPIOS,latitude,longitude,SISTEMAS_GD,POTÊNCIA (w),N_MOD,TOTAL PESO (kg),TOTAL VIDRO (kg),TOTAL ALUMÍNIO (kg),TOTAL SILÍCIO (kg),TOTAL POLÍMERO (kg),TOTAL ZINCO (kg),TOTAL CHUMBO (kg),TOTAL COBRE (kg),TOTAL PRATA (kg)
4274,Turuçu,-31.4173,-52.1706,92,2682.0,4799.0,55429.0,41017.46,5542.9,1662.87,3602.885,66.5148,55.429,332.574,3.32574
4275,Dom Feliciano,-30.7004,-52.1026,303,257.0,703.0,144041.0,106590.34,14404.1,4321.23,9362.665,172.8492,144.041,864.246,8.64246
4276,Machadinho,-27.5667,-51.6668,166,462.0,718.0,103049.0,76256.26,10304.9,3091.47,6698.185,123.65879999999999,103.049,618.294,6.18294
4277,Porto Lucena,-27.8569,-55.01,207,1592.0,3698.0,78202.0,57869.48,7820.2,2346.06,5083.13,93.8424,78.202,469.212,4.69212
4278,Campos Borges,-28.8871,-53.0008,71,663.0,1094.0,58976.0,43642.24,5897.6,1769.28,3833.44,70.7712,58.976,353.856,3.53856
4279,Cândido Godói,-27.9515,-54.7517,433,183.0,306.0,177359.0,131245.66,17735.9,5320.7699999999995,11528.335000000001,212.83079999999998,177.359,1064.154,10.64154
4280,Cristal,-31.0046,-52.0436,142,131.0,229.0,75305.0,55725.7,7530.5,2259.15,4894.825,90.36599999999999,75.305,451.83,4.5183
4281,Relvado,-29.1164,-52.0778,79,1471.0,3068.0,68990.0,51052.6,6899.0,2069.7,4484.35,82.788,68.99,413.94,4.1394
4282,Pinhal,-27.508,-53.2082,92,4302.0,6454.0,96656.0,71525.44,9665.6,2899.68,6282.64,115.98719999999999,96.656,579.936,5.79936
4283,Miraguaí,-27.497,-53.6891,167,8269.0,13284.0,108099.0,79993.26,10809.9,3242.97,7026.435,129.7188,108.099,648.594,6.48594
4284,Doutor Maurício Cardoso,-27.5103,-54.3577,328,6483.0,13557.0,127381.0,94261.94,12738.1,3821.43,8279.765,152.85719999999998,127.381,764.2860000000001,7.64286
4285,São Vicente do Sul,-29.6882,-54.6826,495,1395.0,2681.0,242635.0,179549.9,24263.5,7279.05,15771.275,291.162,242.63500000000002,1455.81,14.5581
4286,Novo Tiradentes,-27.5649,-53.1837,45,313.0,475.0,38750.0,28675.0,3875.0,1162.5,2518.75,46.5,38.75,232.5,2.325
4287,Cerro Grande,-27.6106,-53.1672,60,807.0,1428.0,28899.0,21385.26,2889.9,866.97,1878.435,34.678799999999995,28.899,173.394,1.73394
4288,Nova Roma do Sul,-28.9882,-51.4095,219,1016.0,2412.0,219706.0,162582.44,21970.600000000002,6591.179999999999,14280.890000000001,263.6472,219.706,1318.236,13.18236
4289,Palmitinho,-27.3596,-53.558,345,147.0,241.0,198467.0,146865.58,19846.7,5954.01,12900.355,238.16039999999998,198.467,1190.802,11.90802
4290,Lagoa Vermelha,-28.2093,-51.5248,718,128.0,238.0,410073.0,303454.02,41007.3,12302.189999999999,26654.745000000003,492.08759999999995,410.07300000000004,2460.438,24.60438
4291,São Jerônimo,-29.9716,-51.7251,441,6262.0,12825.0,168438.0,124644.12,16843.8,5053.139999999999,10948.470000000001,202.1256,168.43800000000002,1010.628,10.10628
4292,Anta Gorda,-28.9698,-52.0102,287,2851.0,4559.0,214091.0,158427.34,21409.1,6422.73,13915.915,256.9092,214.091,1284.546,12.845460000000001
4293,Constantina,-27.732,-52.9938,516,2086.0,3634.0,290891.0,215259.34,29089.100000000002,8726.73,18907.915,349.06919999999997,290.891,1745.346,17.45346
4294,Lindolfo Collor,-29.5859,-51.2141,173,20.0,56.0,85270.0,63099.799999999996,8527.0,2558.1,5542.55,102.32399999999998,85.27,511.62,5.1162
4295,Alpestre,-27.2502,-53.0341,196,5527.0,10378.0,113883.0,84273.42,11388.3,3416.49,7402.395,136.65959999999998,113.883,683.298,6.83298
4296,Itacurubi,-28.7913,-55.2447,83,8293.0,15258.0,33662.0,24909.88,3366.2,1009.86,2188.03,40.3944,33.662,201.972,2.01972
4297,Entre Rios do Sul,-27.5298,-52.7347,125,2801.0,4940.0,59244.0,43840.56,5924.400000000001,1777.32,3850.86,71.0928,59.244,355.464,3.55464
4298,Ernestina,-28.4977,-52.5836,149,782.0,1232.0,68126.0,50413.24,6812.6,2043.78,4428.1900000000005,81.7512,68.126,408.75600000000003,4.08756
4299,Chiapetta,-27.923,-53.9419,180,415.0,797.0,90460.0,66940.4,9046.0,2713.7999999999997,5879.900000000001,108.55199999999999,90.46000000000001,542.76,5.4276
4300,Barra Funda,-27.9205,-53.0391,172,313.0,529.0,90748.0,67153.52,9074.8,2722.44,5898.62,108.8976,90.748,544.488,5.44488
4301,Mariano Moro,-27.3568,-52.1467,56,2982.0,5612.0,59327.0,43901.979999999996,5932.7,1779.81,3856.255,71.19239999999999,59.327000000000005,355.962,3.5596200000000002
4302,Butiá,-30.1179,-51.9601,360,224.0,385.0,183099.0,135493.26,18309.9,5492.97,11901.435,219.7188,183.09900000000002,1098.594,10.98594
4303,Pedras Altas,-31.7365,-53.5814,13,24924.0,48577.0,7104.0,5256.96,710.4,213.12,461.76,8.524799999999999,7.104,42.624,0.42624
4304,Mato Castelhano,-28.28,-52.1932,96,9619.0,19830.0,56096.0,41511.04,5609.6,1682.8799999999999,3646.2400000000002,67.31519999999999,56.096000000000004,336.576,3.36576
4305,Rodeio Bonito,-27.4742,-53.1706,127,4917.0,18300.0,117410.0,86883.4,11741.0,3522.2999999999997,7631.650000000001,140.892,117.41000000000001,704.46,7.0446
4306,Roca Sales,-29.2884,-51.8658,386,550.0,956.0,190631.0,141066.94,19063.1,5718.93,12391.015,228.75719999999998,190.631,1143.786,11.43786
4307,Caraá,-29.7869,-50.4316,92,521.0,783.0,54585.0,40392.9,5458.5,1637.55,3548.025,65.502,54.585,327.51,3.2751
4308,São Martinho da Serra,-29.5397,-53.859,69,16381.0,28943.0,37330.0,27624.2,3733.0,1119.8999999999999,2426.4500000000003,44.796,37.33,223.98,2.2398
4309,Minas do Leão,-30.1346,-52.0423,65,22351.0,54516.0,55970.0,41417.8,5597.0,1679.1,3638.05,67.164,55.97,335.82,3.3582
4310,Sério,-29.3904,-52.2685,53,283.0,671.0,63687.0,47128.38,6368.7,1910.61,4139.655,76.42439999999999,63.687000000000005,382.122,3.8212200000000003
4311,Esperança do Sul,-27.3603,-53.9891,157,4360.0,8040.0,70647.0,52278.78,7064.7,2119.41,4592.055,84.7764,70.647,423.882,4.2388200000000005
4312,Júlio de Castilhos,-29.2299,-53.6772,623,16914.0,31178.0,441555.0,326750.7,44155.5,13246.65,28701.075,529.866,441.555,2649.33,26.4933
4313,Estação,-27.9135,-52.2635,283,398.0,988.0,133032.0,98443.68,13303.2,3990.96,8647.08,159.6384,133.032,798.192,7.98192
4314,Alegria,-27.8345,-54.0557,167,1950.0,4040.0,76923.0,56923.02,7692.3,2307.69,4999.995,92.3076,76.923,461.538,4.61538
4315,Camargo,-28.588,-52.2003,134,10443.0,27315.0,150062.0,111045.87999999999,15006.2,4501.86,9754.03,180.0744,150.06199999999998,900.3720000000001,9.00372
4316,Linha Nova,-29.4679,-51.2003,69,21271.0,46162.0,66701.0,49358.74,6670.1,2001.03,4335.5650000000005,80.04119999999999,66.70100000000001,400.206,4.00206
4317,Ponte Preta,-27.6587,-52.4848,116,917.0,1433.0,125206.0,92652.44,12520.6,3756.18,8138.39,150.2472,125.206,751.236,7.51236
4318,Trindade do Sul,-27.5239,-52.8956,226,879.0,1930.0,190457.0,140938.18,19045.7,5713.71,12379.705,228.5484,190.457,1142.742,11.42742
4319,Fazenda Vilanova,-29.5885,-51.8217,160,40.0,70.0,105500.0,78070.0,10550.0,3165.0,6857.5,126.6,105.5,633.0,6.33
4320,Novo Xingu,-27.749,-53.0639,80,2158.0,3848.0,48543.0,35921.82,4854.3,1456.29,3155.295,58.251599999999996,48.543,291.258,2.91258
4321,Caseiros,-28.2582,-51.6861,126,1351.0,2082.0,109157.0,80776.18,10915.7,3274.71,7095.205,130.98839999999998,109.157,654.942,6.5494200000000005
4322,Alto Feliz,-29.3919,-51.3123,850,90.0,147.0,415349.0,307358.26,41534.9,12460.47,26997.685,498.4188,415.349,2492.094,24.92094
4323,Água Santa,-28.1672,-52.031,165,233.0,378.0,111642.0,82615.08,11164.2,3349.2599999999998,7256.7300000000005,133.97039999999998,111.642,669.852,6.69852
4324,São Nicolau,-28.1834,-55.2654,165,2488.0,4341.0,76038.0,56268.12,7603.8,2281.14,4942.47,91.2456,76.038,456.228,4.56228
4325,Muitos Capões,-28.3132,-51.1836,88,3975.0,8210.0,89934.0,66551.16,8993.4,2698.02,5845.71,107.92079999999999,89.934,539.604,5.39604
4326,Dezesseis de Novembro,-28.219,-55.0617,155,106.0,179.0,54499.0,40329.26,5449.9,1634.97,3542.435,65.3988,54.499,326.99399999999997,3.26994
4327,Engenho Velho,-27.706,-52.9145,45,1774.0,5078.0,22486.0,16639.64,2248.6,674.58,1461.59,26.983199999999997,22.486,134.916,1.34916
4328,Morro Redondo,-31.5887,-52.6261,207,1729.0,3315.0,62720.0,46412.8,6272.0,1881.6,4076.8,75.264,62.72,376.32,3.7632
4329,Jaboticaba,-27.6347,-53.2762,115,4182.0,9810.0,62459.0,46219.66,6245.900000000001,1873.77,4059.835,74.9508,62.459,374.754,3.74754
4330,Canudos do Vale,-29.3271,-52.2374,33,1382.0,3716.0,30918.0,22879.32,3091.8,927.54,2009.67,37.1016,30.918,185.508,1.85508
4331,Almirante Tamandaré do Sul,-28.1149,-52.9142,122,84.0,127.0,64589.0,47795.86,6458.9,1937.6699999999998,4198.285,77.5068,64.589,387.534,3.87534
4332,Nova Alvorada,-28.6822,-52.1631,138,1182.0,2009.0,91366.0,67610.84,9136.6,2740.98,5938.79,109.63919999999999,91.366,548.196,5.48196
4333,Fontoura Xavier,-28.9817,-52.3445,155,1932.0,4599.0,62725.0,46416.5,6272.5,1881.75,4077.125,75.27,62.725,376.35,3.7635
4334,Sentinela do Sul,-30.6107,-51.5862,104,5809.0,11629.0,56629.0,41905.46,5662.9,1698.87,3680.885,67.95479999999999,56.629000000000005,339.774,3.39774
4335,São Domingos do Sul,-28.5312,-51.886,119,1233.0,2536.0,87899.0,65045.26,8789.9,2636.97,5713.435,105.47879999999999,87.899,527.394,5.2739400000000005
4336,Barão,-29.3725,-51.4949,129,2118.0,3698.0,104417.0,77268.58,10441.7,3132.5099999999998,6787.1050000000005,125.30039999999998,104.417,626.5020000000001,6.26502
4337,Benjamin Constant do Sul,-27.5086,-52.5995,32,1750.0,3353.0,23564.0,17437.36,2356.4,706.92,1531.66,28.276799999999998,23.564,141.38400000000001,1.41384
4338,Dona Francisca,-29.6195,-53.3617,58,1071.0,2214.0,36588.0,27075.12,3658.8,1097.6399999999999,2378.2200000000003,43.9056,36.588,219.528,2.19528
4339,Dom Pedro de Alcântara,-29.3639,-49.853,53,177.0,277.0,33183.0,24555.42,3318.3,995.49,2156.895,39.819599999999994,33.183,199.098,1.99098
4340,Quevedos,-29.3504,-54.0789,51,1388.0,2182.0,27836.0,20598.64,2783.6,835.0799999999999,1809.3400000000001,33.4032,27.836000000000002,167.016,1.67016
4341,Cruzaltense,-27.6672,-52.6522,100,56.0,96.0,79463.0,58802.619999999995,7946.3,2383.89,5165.095,95.3556,79.463,476.778,4.76778
4342,Barra do Rio Azul,-27.4069,-52.4084,103,769.0,1417.0,76826.0,56851.24,7682.6,2304.7799999999997,4993.6900000000005,92.1912,76.82600000000001,460.956,4.60956
4343,Protásio Alves,-28.7572,-51.4757,147,16237.0,43305.0,126145.0,93347.3,12614.5,3784.35,8199.425000000001,151.374,126.14500000000001,756.87,7.5687
4344,Piratini,-31.4473,-53.0973,190,106.0,157.0,84490.0,62522.6,8449.0,2534.7,5491.85,101.38799999999999,84.49000000000001,506.94,5.0694
4345,Pirapó,-28.0439,-55.2001,131,483.0,1120.0,44711.0,33086.14,4471.1,1341.33,2906.215,53.6532,44.711,268.266,2.6826600000000003
4346,Lagoa dos Três Cantos,-28.5676,-52.8618,91,1176.0,2287.0,39726.0,29397.239999999998,3972.6,1191.78,2582.19,47.6712,39.726,238.356,2.38356
4347,Nova Ramada,-28.0667,-53.6992,73,104.0,162.0,65428.0,48416.72,6542.8,1962.84,4252.820000000001,78.5136,65.428,392.568,3.9256800000000003
4348,Floriano Peixoto,-27.8614,-52.0838,24,2816.0,4574.0,9912.0,7334.88,991.2,297.36,644.28,11.8944,9.912,59.472,0.59472
4349,Campinas do Sul,-27.7174,-52.6248,269,214.0,512.0,161565.0,119558.1,16156.5,4846.95,10501.725,193.878,161.565,969.39,9.6939
4350,Capão Bonito do Sul,-28.1254,-51.3961,64,197.0,358.0,46683.0,34545.42,4668.3,1400.49,3034.395,56.0196,46.683,280.098,2.80098
4351,Mariana Pimentel,-30.353,-51.5803,84,2077.0,3718.0,53616.0,39675.840000000004,5361.6,1608.48,3485.04,64.33919999999999,53.616,321.696,3.2169600000000003
4352,Dois Irmãos das Missões,-27.6621,-53.5304,79,143.0,210.0,90831.0,67214.94,9083.1,2724.93,5904.015,108.99719999999999,90.831,544.986,5.44986
4353,Derrubadas,-27.2642,-53.8645,164,1297.0,3197.0,78969.0,58437.06,7896.9,2369.0699999999997,5132.985000000001,94.7628,78.96900000000001,473.814,4.7381400000000005
4354,Redentora,-27.664,-53.6407,142,208.0,339.0,64129.0,47455.46,6412.9,1923.87,4168.385,76.95479999999999,64.129,384.774,3.84774
4355,Vista Gaúcha,-27.2902,-53.6974,163,731.0,1765.0,92080.0,68139.2,9208.0,2762.4,5985.2,110.496,92.08,552.48,5.5248
4356,Campestre da Serra,-28.7926,-51.0941,139,132.0,197.0,68985.0,51048.9,6898.5,2069.5499999999997,4484.025000000001,82.782,68.985,413.91,4.1391
4357,Marques de Souza,-29.3311,-52.0973,105,1126.0,1917.0,103105.0,76297.7,10310.5,3093.15,6701.825,123.72599999999998,103.105,618.63,6.1863
4358,Mampituba,-29.2136,-49.9311,38,4791.0,9045.0,20574.0,15224.76,2057.4,617.22,1337.31,24.688799999999997,20.574,123.444,1.23444
4359,Arvorezinha,-28.8737,-52.1781,342,438.0,767.0,204452.0,151294.48,20445.2,6133.5599999999995,13289.380000000001,245.34239999999997,204.452,1226.712,12.26712
4360,Santa Margarida do Sul,-30.3393,-54.0817,112,188.0,351.0,159661.0,118149.14,15966.1,4789.83,10377.965,191.59319999999997,159.661,957.966,9.57966
4361,Toropi,-29.4782,-54.2244,72,631.0,1427.0,24156.0,17875.44,2415.6,724.68,1570.14,28.987199999999998,24.156,144.936,1.44936
4362,Amaral Ferrador,-30.8756,-52.2509,48,960.0,1986.0,17723.0,13115.02,1772.3,531.6899999999999,1151.9950000000001,21.267599999999998,17.723,106.338,1.06338
4363,Tio Hugo,-28.5712,-52.5955,95,1888.0,3046.0,67940.0,50275.6,6794.0,2038.1999999999998,4416.1,81.52799999999999,67.94,407.64,4.0764000000000005
4364,Três Forquilhas,-29.5384,-50.0708,46,6044.0,11356.0,17838.0,13200.12,1783.8,535.14,1159.47,21.4056,17.838,107.028,1.0702800000000001
4365,Sagrada Família,-27.7085,-53.1351,74,95.0,161.0,37728.0,27918.72,3772.8,1131.84,2452.32,45.273599999999995,37.728,226.368,2.26368
4366,Três Arroios,-27.5003,-52.1448,157,792.0,1247.0,91343.0,67593.81999999999,9134.3,2740.29,5937.295,109.6116,91.343,548.058,5.48058
4367,Garruchos,-28.1944,-55.6383,83,164.0,430.0,44091.0,32627.34,4409.1,1322.73,2865.915,52.9092,44.091,264.546,2.64546
4368,Bom Progresso,-27.5399,-53.8716,58,26287.0,43138.0,29219.0,21622.059999999998,2921.9,876.5699999999999,1899.2350000000001,35.062799999999996,29.219,175.314,1.75314
4369,União da Serra,-28.7833,-52.0238,45,57430.0,102810.0,48852.0,36150.48,4885.2,1465.56,3175.38,58.6224,48.852000000000004,293.112,2.93112
4370,Hulha Negra,-31.4067,-53.8667,80,828.0,1598.0,53459.0,39559.66,5345.9,1603.77,3474.835,64.15079999999999,53.459,320.754,3.20754
4371,Cerrito,-31.8419,-52.8004,95,638.0,1029.0,41908.0,31011.92,4190.8,1257.24,2724.02,50.28959999999999,41.908,251.448,2.51448
4372,Marcelino Ramos,-27.4676,-51.9095,195,47.0,99.0,132133.0,97778.42,13213.3,3963.99,8588.645,158.5596,132.133,792.798,7.92798
4373,São Valério do Sul,-27.7906,-53.9368,52,1268.0,2124.0,23765.0,17586.1,2376.5,712.9499999999999,1544.7250000000001,28.517999999999997,23.765,142.59,1.4259
4374,Victor Graeff,-28.5632,-52.7495,124,68.0,105.0,81793.0,60526.82,8179.3,2453.79,5316.545,98.15159999999999,81.793,490.75800000000004,4.90758
4375,Aratiba,-27.3978,-52.2975,320,771.0,1175.0,205058.0,151742.92,20505.8,6151.74,13328.77,246.06959999999998,205.058,1230.348,12.30348
4376,Severiano de Almeida,-27.4362,-52.1217,208,94.0,144.0,153488.0,113581.12,15348.8,4604.64,9976.72,184.1856,153.488,920.928,9.20928
4377,Boa Vista do Cadeado,-28.5791,-53.8108,87,3904.0,9326.0,60014.0,44410.36,6001.4,1800.4199999999998,3900.9100000000003,72.01679999999999,60.014,360.084,3.6008400000000003
4378,Coronel Barros,-28.3921,-54.0686,72,1360.0,2473.0,37828.0,27992.72,3782.8,1134.84,2458.82,45.39359999999999,37.828,226.96800000000002,2.26968
4379,Porto Mauá,-27.5796,-54.6657,152,179.0,264.0,51435.0,38061.9,5143.5,1543.05,3343.275,61.721999999999994,51.435,308.61,3.0861
4380,Centenário,-27.7615,-51.9984,95,260.0,401.0,49054.0,36299.96,4905.4,1471.62,3188.51,58.864799999999995,49.054,294.324,2.94324
4381,Centenário,-8.96103,-47.3304,95,66.0,108.0,49054.0,36299.96,4905.4,1471.62,3188.51,58.864799999999995,49.054,294.324,2.94324
4382,Vicente Dutra,-27.1607,-53.4022,142,12651.0,22652.0,61023.0,45157.02,6102.3,1830.6899999999998,3966.4950000000003,73.2276,61.023,366.138,3.66138
4383,Silveira Martins,-29.6467,-53.591,38,298.0,485.0,24465.0,18104.1,2446.5,733.9499999999999,1590.2250000000001,29.357999999999997,24.465,146.79,1.4679
4384,Capitão,-29.2674,-51.9853,53,247.0,654.0,64115.0,47445.1,6411.5,1923.4499999999998,4167.475,76.93799999999999,64.11500000000001,384.69,3.8469
4385,André da Rocha,-28.6283,-51.5797,28,493.0,865.0,24298.0,17980.52,2429.8,728.9399999999999,1579.3700000000001,29.157599999999995,24.298000000000002,145.788,1.45788
4386,Capivari do Sul,-30.1383,-50.5152,104,1527.0,2549.0,73827.0,54631.979999999996,7382.7,2214.81,4798.755,88.5924,73.827,442.962,4.42962
4387,Cerro Grande do Sul,-30.5905,-51.7418,217,1707.0,3126.0,111435.0,82461.9,11143.5,3343.0499999999997,7243.275000000001,133.72199999999998,111.435,668.61,6.6861
4388,Tunas,-29.1039,-52.9538,33,6110.0,11668.0,14974.0,11080.76,1497.4,449.21999999999997,973.3100000000001,17.968799999999998,14.974,89.84400000000001,0.89844
4389,Jari,-29.2922,-54.2237,68,348.0,803.0,22885.0,16934.9,2288.5,686.55,1487.525,27.461999999999996,22.885,137.31,1.3731
4390,Santa Cecília do Sul,-28.1609,-51.9279,54,2355.0,4670.0,58496.0,43287.04,5849.6,1754.8799999999999,3802.2400000000002,70.1952,58.496,350.976,3.50976
4391,Morrinhos do Sul,-29.3578,-49.9328,57,854.0,2050.0,30070.0,22251.8,3007.0,902.1,1954.55,36.083999999999996,30.07,180.42,1.8042
4392,Vanini,-28.4758,-51.8447,106,76.0,110.0,80710.0,59725.4,8071.0,2421.2999999999997,5246.150000000001,96.85199999999999,80.71000000000001,484.26,4.8426
4393,Vista Alegre do Prata,-28.8052,-51.7947,110,129.0,277.0,105737.0,78245.38,10573.7,3172.11,6872.905,126.88439999999999,105.73700000000001,634.422,6.34422
4394,Boa Vista das Missões,-27.6671,-53.3102,78,1155.0,2450.0,58619.0,43378.06,5861.9,1758.57,3810.235,70.3428,58.619,351.714,3.51714
4395,Herval,-32.024,-53.3944,48,275.0,440.0,23623.0,17481.02,2362.3,708.6899999999999,1535.4950000000001,28.347599999999996,23.623,141.738,1.41738
4396,Arroio do Padre,-31.4389,-52.4246,37,6794.0,12981.0,25550.0,18907.0,2555.0,766.5,1660.75,30.659999999999997,25.55,153.3,1.533
4397,Montauri,-28.6462,-52.0767,73,33.0,54.0,50328.0,37242.72,5032.8,1509.84,3271.32,60.3936,50.328,301.968,3.01968
4398,Barra do Guarita,-27.1927,-53.7109,114,6657.0,12992.0,42163.0,31200.62,4216.3,1264.8899999999999,2740.5950000000003,50.5956,42.163000000000004,252.978,2.52978
4399,Capão do Cipó,-28.9312,-54.5558,113,354.0,555.0,72859.0,53915.66,7285.9,2185.77,4735.835,87.43079999999999,72.859,437.154,4.37154
4400,Pinhal Grande,-29.345,-53.3206,170,629.0,979.0,60189.0,44539.86,6018.900000000001,1805.6699999999998,3912.2850000000003,72.2268,60.189,361.134,3.61134
4401,Mormaço,-28.6968,-52.6999,87,537.0,982.0,48909.0,36192.66,4890.9,1467.27,3179.085,58.690799999999996,48.909,293.454,2.93454
4402,Coqueiro Baixo,-29.1802,-52.0942,84,356.0,567.0,72730.0,53820.2,7273.0,2181.9,4727.45,87.276,72.73,436.38,4.3638
4403,Ipiranga do Sul,-27.9404,-52.4271,94,2114.0,3960.0,41990.0,31072.6,4199.0,1259.7,2729.35,50.388,41.99,251.94,2.5194
4404,Boa Vista do Incra,-28.8185,-53.391,90,7937.0,16295.0,50820.0,37606.8,5082.0,1524.6,3303.3,60.983999999999995,50.82,304.92,3.0492
4405,Dilermando de Aguiar,-29.7054,-54.2122,86,3036.0,5642.0,44560.0,32974.4,4456.0,1336.8,2896.4,53.471999999999994,44.56,267.36,2.6736
4406,Lavras do Sul,-30.8071,-53.8931,65,3099.0,6090.0,25182.0,18634.68,2518.2,755.4599999999999,1636.8300000000002,30.218399999999995,25.182000000000002,151.092,1.51092
4407,Santo Expedito do Sul,-27.9074,-51.6434,57,2063.0,5992.0,22544.0,16682.56,2254.4,676.3199999999999,1465.3600000000001,27.052799999999998,22.544,135.264,1.35264
4408,Ibirapuitã,-28.6247,-52.5158,118,18534.0,35304.0,48278.0,35725.72,4827.8,1448.34,3138.07,57.9336,48.278,289.668,2.89668
4409,Nicolau Vergueiro,-28.5298,-52.4676,56,660.0,973.0,42306.0,31306.44,4230.6,1269.18,2749.89,50.767199999999995,42.306000000000004,253.836,2.53836
4410,Novo Cabrais,-29.7338,-52.9489,206,31687.0,71471.0,99539.0,73658.86,9953.9,2986.17,6470.035,119.4468,99.539,597.234,5.97234
4411,Pinheiro Machado,-31.5794,-53.3798,72,5543.0,8813.0,32073.0,23734.02,3207.3,962.19,2084.745,38.4876,32.073,192.438,1.92438
4412,Santana da Boa Vista,-30.8697,-53.11,40,869.0,1577.0,17072.0,12633.28,1707.2,512.16,1109.68,20.4864,17.072,102.432,1.0243200000000001
4413,Jacuizinho,-29.0401,-53.0657,14,97.0,141.0,8397.0,6213.78,839.7,251.91,545.8050000000001,10.0764,8.397,50.382,0.50382
4414,Rio dos Índios,-27.2973,-52.8417,77,1384.0,3683.0,37961.0,28091.14,3796.1,1138.83,2467.465,45.5532,37.961,227.766,2.27766
4415,Monte Alegre dos Campos,-28.6805,-50.7834,34,2829.0,4866.0,23507.0,17395.18,2350.7,705.2099999999999,1527.9550000000002,28.208399999999997,23.507,141.042,1.41042
4416,Nova Boa Vista,-27.9926,-52.9784,139,1340.0,2373.0,62355.0,46142.7,6235.5,1870.6499999999999,4053.0750000000003,74.826,62.355000000000004,374.13,3.7413
4417,Bozano,-28.3659,-53.772,48,2233.0,3857.0,31169.0,23065.06,3116.9,935.0699999999999,2025.9850000000001,37.4028,31.169,187.014,1.87014
4418,Vila Nova do Sul,-30.3461,-53.876,94,16941.0,34641.0,35156.0,26015.440000000002,3515.6,1054.68,2285.14,42.1872,35.156,210.936,2.10936
4419,Unistalda,-29.04,-55.1517,101,202.0,325.0,32646.0,24158.04,3264.6,979.38,2121.9900000000002,39.1752,32.646,195.876,1.95876
4420,Santa Tereza,-29.1655,-51.7351,42,1511.0,2969.0,26068.0,19290.32,2606.8,782.04,1694.42,31.281599999999997,26.068,156.40800000000002,1.56408
4421,Rolador,-28.2566,-54.8186,129,1104.0,1810.0,47550.0,35187.0,4755.0,1426.5,3090.75,57.059999999999995,47.55,285.3,2.853
4422,São José do Herval,-29.052,-52.295,47,450.0,851.0,39932.0,29549.68,3993.2,1197.96,2595.58,47.9184,39.932,239.592,2.3959200000000003
4423,Cristal do Sul,-27.452,-53.2422,48,282.0,467.0,29891.0,22119.34,2989.1,896.73,1942.915,35.8692,29.891000000000002,179.346,1.79346
4424,Erebango,-27.8544,-52.3005,113,158.0,267.0,49409.0,36562.66,4940.9,1482.27,3211.585,59.2908,49.409,296.454,2.96454
4425,Inhacorá,-27.8752,-54.015,55,5.0,8.0,19554.0,14469.96,1955.4,586.62,1271.01,23.464799999999997,19.554000000000002,117.324,1.17324
4426,São José das Missões,-27.7789,-53.1226,57,713.0,1271.0,23777.0,17594.98,2377.7000000000003,713.31,1545.505,28.5324,23.777,142.662,1.42662
4427,Pouso Novo,-29.1738,-52.2136,33,6510.0,23620.0,41051.0,30377.739999999998,4105.1,1231.53,2668.315,49.261199999999995,41.051,246.306,2.46306
4428,Ubiretama,-28.0404,-54.686,99,487.0,800.0,36800.0,27232.0,3680.0,1104.0,2392.0,44.16,36.8,220.8,2.208
4429,Jaquirana,-28.8811,-50.3637,88,5344.0,9451.0,52500.0,38850.0,5250.0,1575.0,3412.5,62.99999999999999,52.5,315.0,3.15
4430,Chuí,-33.6866,-53.4594,20,1144.0,2292.0,15873.0,11746.02,1587.3,476.19,1031.7450000000001,19.0476,15.873000000000001,95.238,0.95238
4431,São Pedro das Missões,-27.7706,-53.2513,44,1569.0,2585.0,17913.0,13255.619999999999,1791.3,537.39,1164.345,21.4956,17.913,107.47800000000001,1.07478
4432,Charrua,-27.9493,-52.015,58,203.0,378.0,25300.0,18722.0,2530.0,759.0,1644.5,30.36,25.3,151.8,1.518
4433,Lagoão,-29.2348,-52.7997,83,782.0,1554.0,32904.0,24348.96,3290.4,987.12,2138.76,39.4848,32.904,197.424,1.97424
4434,Cerro Branco,-29.657,-52.9406,141,5985.0,10637.0,47801.0,35372.74,4780.1,1434.03,3107.065,57.3612,47.801,286.806,2.8680600000000003
